"","car_park_no","address","car_park_type","type_of_parking_system","short_term_parking","free_parking","night_parking","car_park_decks","gantry_height","car_park_basement","longtitude","latitude"
"1725","TM14","BLK 891B TAMPINES AVENUE 8","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.930571727969,1.34915015053828
"1726","TM15","BLK 450B TAMPINES STREET 42","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2,"N",103.952223701669,1.35773062477326
"1727","TM16","BLK 230A TAMPINES STREET 21","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",9,1.9,"N",103.9502311329,1.35575480716351
"1728","TM17","BLK 842A TAMPINES STREET 82","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",11,1.9,"N",103.93798705865,1.35121315489113
"1729","TM18","BLK 856A TAMPINES STREET 82","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","NO","NO",10,2,"N",103.938034919187,1.35239797131804
"1730","TM19","BLK 364A TAMPINES STREET 34","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.959344863584,1.35734265491577
"1731","W47","WOODLANDS INDUSTRIAL PARK E","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","NO","NO",0,0,"N",103.797792159495,1.45167627537215
"1732","TM20","BLK 366A TAMPINES STREET 34","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.961021492097,1.35814271798811
"1733","TM21","BLK 340A TAMPINES STREET 33","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",10,1.9,"N",103.960473849462,1.35141332669889
"1734","TM22","BLK 351A TAMPINES STREET 33","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,1.9,"N",103.962829488232,1.35226448656079
"1735","TM23","BLK 354A TAMPINES STREET 33","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2,"N",103.962181061754,1.35466148603047
"1736","TM24","BLK 359A TAMPINES STREET 34","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",10,2,"N",103.961442360939,1.35541794839483
"1737","TM25","BLK 497E TAMPINES STREET 45","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",2,2,"N",103.958495138343,1.35871474701473
"1738","TM26","BLK 497K TAMPINES STREET 45","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",2,2,"N",103.959625223987,1.35982667978697
"1739","TM27","BLK 497L TAMPINES STREET 45","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",4,2,"N",103.959888479028,1.36065300511494
"1740","TM28","BLK 498K TAMPINES STREET 45","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",6,2,"N",103.956879678424,1.36283373495197
"1741","TM29","BLK 498C TAMPINES STREET 45","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",6,2,"N",103.959108803247,1.36068538613667
"1742","TM3","BLK 496A TAMPINES STREET 43","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,1.9,"N",103.950564972012,1.36126278250314
"1743","TM30","BLK 701A TAMPINES STREET 71","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.936651408901,1.35687382979751
"1744","TM31","BLK 716A TAMPINES STREET 71","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.936655448609,1.35875185584681
"1745","TM32","BLK 723A TAMPINES STREET 72","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.935230703628,1.3595356023854
"1746","TM33","BLK 727A TAMPINES STREET 71","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.936071948324,1.35636366733009
"1747","TM34","BLK 730A TAMPINES STREET 71","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.933432902075,1.35721980974478
"1748","TM35","BLK 742A TAMPINES STREET 72","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.934139274531,1.35991484787533
"1749","TM36","BLK 515 TAMPINES CENTRAL 7","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",4,2.15,"N",103.939073297793,1.35716298585214
"1750","TM37","BLK 518 TAMPINES CENTRAL 7","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",4,2.15,"N",103.938607238244,1.35617684383888
"1751","TM4","BLK 494A TAMPINES STREET 43","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",14,1.8,"N",103.952161488767,1.36309522875171
"1752","TM41","BLK 921A TAMPINES STREET 91","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",11,2.15,"N",103.941418482482,1.34753010186293
"1753","TM42","BLK 823A TAMPINES STREET 81","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",8,2.15,"N",103.933507457645,1.34893697541586
"1754","TM43","BLK 202A TAMPINES STREET 21","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.952234710171,1.35338717764057
"1755","TM44","BLK 499 TAMPINES AVENUE 9","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",4,2.15,"N",103.95631685027,1.35920002462405
"1756","TM45","BLK 869C TAMPINES AVENUE 8","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",11,2.15,"N",103.933002997236,1.35534741724517
"1757","TM46","BLK 522 TAMPINES CENTRAL 7","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.938443769608,1.3585465791926
"1758","TM47","BLK 519 TAMPINES CENTRAL 8","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",16,2.15,"N",103.940150466802,1.35671243170125
"1759","TM48","BLK 890 TAMPINES AVENUE 1","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",4,2.15,"N",103.934141427589,1.34707827410843
"1760","TM49","BLK 494F TAMPINES STREET 43","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.953023689367,1.36397977606126
"1761","TM5","BLK 492A TAMPINES STREET 45","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",14,1.9,"N",103.954079243776,1.36310833735369
"1762","TM50","BLK 870B TAMPINES STREET 86","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.931119643904,1.35644833044522
"1763","TM51","BLK 879C TAMPINES AVENUE 8","MULTI-STOREY CAR PARK","COUPON PARKING","WHOLE DAY","NO","YES",12,2.15,"N",103.928756085024,1.3511829039114
"1764","TM52","BLK 492 TAMPINES ST45","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",15,2.15,"N",103.955713621327,1.36386402625581
"1765","TM53","BLK 859B TAMPINES AVENUE 5","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",13,2.15,"N",103.938689023119,1.35485310444735
"1766","TM54","BLK 875A TAMPINES STREET 86","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",5,2.15,"N",103.929922643596,1.35352926201837
"1767","TM55","BLK 873A TAMPINES STREET 85","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",10,2.15,"N",103.930705831086,1.35487904034801
"1768","TM56","BLK 858E TAMPINES WALK","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",6,2.15,"N",103.940871338186,1.35439677954075
"1769","TM6","BLK 307A TAMPINES STREET 32","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",11,1.9,"N",103.956349382379,1.35324781420577
"1770","TM7","BLK 311A TAMPINES STREET 33","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",8,1.85,"N",103.957625161004,1.35280896665626
"1771","TM8","BLK 316A TAMPINES STREET 33","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2,"N",103.957204284652,1.35150069169546
"1772","TM9","BLK 330A TAMPINES STREET 32","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",10,2,"N",103.959093065887,1.35334541157381
"1773","TPB1","BLK 18A LORONG 6 TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",7,2.15,"N",103.856597479376,1.33606486320519
"1774","TPL","BLK 5/7 TANJONG PAGAR","SURFACE CAR PARK","ELECTRONIC PARKING","NO","NO","NO",0,4.4,"N",103.84300740411,1.27690757487493
"1775","TPM","BLK 1/6 TANJONG PAGAR MSCP","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",7,1.8,"N",103.842297402262,1.27548140025172
"1776","TPMA","BLK 60A LORONG 4 TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.851133568611,1.33650365978024
"1777","TPMB","BLK 156A LORONG 1 TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.84524077047,1.33305480655055
"1778","TPMC","BLK 110A LORONG 1 TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.84616068448,1.3419358910636
"1779","TPMD","BLK 161A LORONG 1 TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",7,2.15,"N",103.844911207877,1.33020807471112
"1780","TPME","BLK 93A LORONG 4 TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",7,2.15,"N",103.849846832078,1.33844613342094
"1781","TPMF","BLK 141A LORONG 2 TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",7,2.15,"N",103.8455971261,1.33516664429199
"1782","TPMG","BLK 128A LORONG 1 TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",5,2.15,"N",103.844073149868,1.33824903865788
"1783","TPMH","BLK 260 KIM KEAT AVENUE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",8,2.15,"N",103.857397865567,1.33202291961317
"1784","TPMJ","BLK 146A LORONG 2 TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",5,2.15,"N",103.845480506878,1.33426620166979
"1785","TPMK","BLK 194A KIM KEAT AVENUE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",7,2.15,"N",103.858571835925,1.33097690445774
"1786","TPML","BLK 233A LORONG 8 TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",8,2.15,"N",103.8589232121,1.33822587574374
"1787","TPMM","BLK 227A LORONG 8 TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",8,2.15,"N",103.858003729416,1.33901410303956
"1788","TPMN","BLK 78B TOA PAYOH CENTRAL","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",7,2.15,"N",103.848578452228,1.3348930156411
"1789","TPMP","BLK 138 LORONG 1A TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",13,2.15,"N",103.844801354357,1.33668416639977
"1790","TPMQ","BLK 130 LORONG 1 TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",14,2.15,"N",103.842853681281,1.33697846584291
"1791","TPMR","BLK 261A TOA PAYOH EAST","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",14,2.15,"N",103.855673205334,1.33373655383242
"1792","TPMS","BLK 265 KIM KEAT AVENUE","MULTI-STOREY CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",4,2.15,"N",103.860013934831,1.33157032591753
"1793","TPM2","BLK 101C LORONG 2 TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",7,2,"N",103.847087212616,1.33927020386543
"1794","TPM3","BLK 171A LORONG 1 TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,1.95,"N",103.842233934049,1.33074900352219
"1795","TPM4","BLK 81C LORONG 4 TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2,"N",103.84934606221,1.33575415747033
"1796","TPM5","BLK 84C LORONG 2 TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2,"N",103.847339933455,1.33581868535626
"1797","TPM6","BLK 35A LORONG 5 TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.854623432868,1.33488965414717
"1798","TPM7","BLK 120A LORONG 2 TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.845921767372,1.33984970613382
"1799","TPM8","BLK 11A LORONG 8 TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.859285987542,1.33663525131957
"1800","TPM9","BLK 10A LORONG 7 TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.857788980957,1.33710229866983
"1801","TP10","BLK 68 LORONG 5 TOA PAYOH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,2.15,"N",103.85359156385,1.33491613818983
"1802","TP12","BLK 71/72 LORONG 5 TOA PAYOH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.852106960459,1.33402734061323
"1803","TP14","BLK 63/64 LORONG 5 TOA PAYOH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.852407721881,1.33588861085823
"1804","TP15","BLK 53 TO 55 LORONG 5 TOA PAYOH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.850833549681,1.33747939979042
"1805","TP16","BLK 175/183 TO 185 TOA PAYOH TOWN CENTRE","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,9.99,"N",103.848316153335,1.33324574622349
"1806","TP17","BLK 177 TO 179 TOA PAYOH TOWN CENTRE","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.4,"N",103.848593279612,1.33377302249118
"1807","TP18","BLK 186/191 TO 193 TOA PAYOH TOWN CENTRE","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.850744468143,1.33258932067389
"1808","TP2","BLK 85/A/B/C LORONG 4 TOA PAYOH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.848241498229,1.33617963179044
"1809","TP20","BLK 158-161/163/168-174 LORONG 1 TOA PAYOH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.844487573026,1.33102241988452
"1810","TP22","BLK 148 TO 150 LORONG 1 TOA PAYOH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.844042320759,1.33420093678637
"1811","TP27","BLK 125/126/131 LORONG 2 TOA PAYOH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.845267557433,1.33754412799672
"1812","TP3","BLK 66/70/73 LORONG 4 TOA PAYOH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.851550224115,1.33534120557582
"1813","TP3A","BLK 3A LORONG 7 TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",2,2,"N",103.854212580524,1.33951820590742
"1814","TP30","BLK 116/122 LORONG 1 TOA PAYOH","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,4.5,"N",103.846332775075,1.34060580151967
"1815","TP31","BLK 109/111 TO 115 LORONG 1 TOA PAYOH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.84587103389,1.3411010791516
"1816","TP32","BLK 107/108/110-112 LORONG 1 TOA PAYOH","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,0,"N",103.847449726872,1.34108034789425
"1817","TP33","BLK 205 TO 207 TOA PAYOH NORTH","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.847082295847,1.34251741317897
"1818","TP34","BLK 49 TO 52 LORONG 5 TOA PAYOH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,3.8,"N",103.852433347004,1.3379881832414
"1819","TP36","BLK 43 TO 48 LORONG 5/6 TOA PAYOH","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,4.5,"N",103.853800075281,1.33625249505201
"1820","TP4A","BLK 4A LORONG 7 TOA PAYOH","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",2,2.15,"N",103.855528974619,1.33927118972548
"1821","TP40","BLK 241-259/25-27 KIM KEAT LINK/AVENUE","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.8567142389,1.33168719448209
"1822","TP41","BLK 253/254/256 KIM KEAT AVENUE","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.858243815437,1.33196949486601
"1823","TP43","BLK 19 TO 23 LORONG 7 TOA PAYOH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.857248779717,1.33480904827658
"1824","TP48","BLK 8 LORONG 7 TOA PAYOH","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,0,"N",103.856680739602,1.33757150556349
"1825","TP49","BLK 4/5 LORONG 7 TOA PAYOH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.855742678862,1.33886960111805
"1826","TP50","BLK 1 TO 3 LORONG 7 TOA PAYOH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.854431021968,1.33887843309577
"1827","TP52","BLK 210 TO 215 LORONG 8 TOA PAYOH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.854539238308,1.34140865305921
"1828","TP53","BLK 216 TO 221 LORONG 8 TOA PAYOH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.855552432236,1.34244206576663
"1829","TP54","BLK 222 TO 224 LORONG 8 TOA PAYOH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.856455855899,1.34143888748494
"1830","TP56","BLK 1 TO 21 LORONG 8 INDUSTRIAL PARK","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.860439372341,1.33673348441186
"1831","TP57","BLK 1002 TO 1004 LORONG 8 TOA PAYOH","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.860507396832,1.33493863496217
"1832","TP59","BLK 1003/1004 TOA PAYOH INDUSTRIAL PARK","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.860702829454,1.33420478625039
"1833","TP60","BLK 236 TO 240 TOA PAYOH LORONG 1","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,4.5,"N",103.85225868391,1.34016498987794
"1834","TP61","BLK 190 TOA PAYOH CENTRAL MSCP","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",4,1.9,"N",103.848320671405,1.33296942756151
"1835","TP62","BLK 199 TO 201 TOA PAYOH NORTH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.850461054489,1.34141970217028
"1836","TP63","BLK 202 TO 204 TOA PAYOH NORTH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.849032778716,1.34176245418603
"1837","TP64","BLK 199 & 203 TOA PAYOH NORTH","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.849613055487,1.34233855856516
"1838","TP65","BLK 62B LORONG 4 TOA PAYOH","SURFACE CAR PARK","COUPON PARKING","NO","NO","NO",0,4.5,"N",103.851055379874,1.33565252312974
"1839","TP66","BLK 19 LORONG 6 TOA PAYOH","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,0,"N",103.856387734252,1.33527703622672
"1840","TP67","BLK 25-27/257-259 KIM KEAT AVENUE","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.857110915851,1.33274927451194
"1841","TP68","BLK 196 KIM KEAT AVENUE","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES",0,0,"N",103.859293715914,1.33113570422525
"1842","TP7","BLK 100/103-106 LORONG 1 TOA PAYOH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.848765172594,1.33980390179776
"1843","TP8","BLK 91-96/98/100 LORONG 3 TOA PAYOH","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,4.5,"N",103.848451034646,1.33939174146461
"1844","TP8A","BLK 91-92 LOR 3/4 TOA PAYOH LORONG 3 TOA PAYOH","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.849414556482,1.33794965196424
"1845","TRM","BLK 14A KAMPONG ARANG ROAD","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",5,2.15,"N",103.883657821383,1.3003313037311
"1846","TRS","BLK 14 KAMPONG ARANG ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",0,0,"N",103.88347010009,1.30064941949436
"1847","TR1","BLK 102/107 TOWNER ROAD","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO",0,4.5,"N",103.861109616449,1.31973040251887
"1848","TWM1","BLK 154A JALAN TECK WHYE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2,"N",103.75753302194,1.37915447657885
"1849","TWM2","BLK 158A JALAN TECK WHYE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.756576724386,1.37963665953809
"1850","TWM3","BLK 160A JALAN TECK WHYE","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",12,2.15,"N",103.757316724976,1.38038891574567
"1851","TWM4","BLK 165 TECK WHYE CRESCENT","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES",10,2.15,"N",103.75394453368,1.38292077799586
